# ----------------------------------------
# Firebase overview
# Account: ihafidh
# Property: ihafidh-c0b1a
# ----------------------------------------
# How are active users trending?
# Start date: 20260306
# End date: 20260402
Nth day,30 days,7 days,1 day
0035,0.016129032258064516
0036,0.008771929824561403
0037,0.02912621359223301
0038,0
0039,0.0136986301369863
0040,0
0041,0

# How well do you retain your users?
# Start date: 20260215
# End date: 20260328
Date,Week 0,Week 1,Week 2,Week 3,Week 4,Week 5
15 Feb - 21 Feb,157,44,33,20,22,11
22 Feb - 28 Feb,97,25,13,10,5,-1
1 Mar - 7 Mar,52,16,5,6,-1,-1
8 Mar - 14 Mar,53,12,9,-1,-1,-1
15 Mar - 21 Mar,66,12,-1,-1,-1,-1
22 Mar - 28 Mar,48,-1,-1,-1,-1,-1

# Where does your average 120d value come from?
# Start date: 20260306
# End date: 20260402
First user primary channel group (Default channel group),Average 120d value


#  
# Start date: 20260306
# End date: 20260402
Page title and screen class,Views
RNSScreen,5555
home,2967
MainActivity,2290
recite,2282
RCTFabricModalHostViewController,1318
UIViewController,730
ScreenOrientationViewController,439
revise,407
setup,399
stats,372
quiz,365
read-mode,173
mushaf_viewer,165
RCTAlertController,94
bookmarks,94
mushaf,65
fasting_calendar,62
mushaf_settings,57
duas,51
badges,39
moon_phases,24
DevMenuViewController,16
qibla,16
fasting_settings,9
RCTRedBoxController,7
favourites,7
UIActivityViewController,5
LicenseActivity,4

#  
# Start date: 20260306
# End date: 20260402
Event name,Event count
verse_memorization_toggled,31028
screen_view,18012
user_engagement,9246
recite_session_duration,5319
app_foregrounded,4741
audio_playback,4738
app_backgrounded,4506
mushaf_page_changed,2644
notification_receive,2129
surah_selected,2101
app_open,1854
session_start,1724
notification_dismiss,1479
bulk_mark_verses,1001
verse_revision_toggled,928
setting_changed,550
surah_completed,412
revision_tab_viewed,245
continue_reading_clicked,219
juz_selected,219
first_open,207
mushaf_screen_viewed,192
stats_tab_viewed,186
mustahabbah_surah_selected,181
quiz_started,177
tafsir_opened,146
ayah_of_day_read,145
page_navigation,142
mushaf_viewer_opened,136
verse_bookmark_toggled,105
page_mode_activated,90
os_update,82
app_remove,81
notification_open,73
memorization_milestone,59
badges_screen_viewed,36
mushaf_download_started,33
quick_action_used,24
mushaf_layout_download_started,20
app_update,18
mushaf_layout_download_completed,12
notification_foreground,12
verse_favourite_toggled,10
mushaf_layout_deleted,6
mushaf_layout_download_failed,6

# What are your top performing key events?
# Start date: 20260306
# End date: 20260402
Event name,Key events
recite_session_duration,5317
audio_playback,4738
surah_selected,2101
first_open,207

#  
# Start date: 20260306
# End date: 20260402
Nth day,Total revenue


# Start date: 20260306
# End date: 20260402
Nth day,Purchase revenue


# Start date: 20260306
# End date: 20260402
Nth day,Total ad revenue


#  
# Start date: 20260306
# End date: 20260402
Nth day,Average purchase revenue per active user


#  
# Start date: 20260306
# End date: 20260402
Country ID,Active users
AE,10
AL,1
AT,1
BD,1
BE,9
BR,1
CA,7
CD,1
CH,3
CI,3
CM,1
DE,6
DK,4
DZ,5
EG,3
ES,1
ET,7
FR,20
GB,12
GH,4
HK,4
HU,1
ID,2
IL,2
IN,112
IQ,2
IR,1
JO,1
JP,2
KE,11
KM,1
KW,2
LK,4
LY,1
MA,4
ML,1
MV,2
MY,9
NG,11
NL,8
OM,1
PH,5
PK,14
QA,2
RU,1
SA,17
SE,6
SG,114
SN,4
SO,3
SY,1
TN,3
TR,6
TT,1
TZ,9
UG,3
US,15
UZ,2
YE,1
ZA,4
ZM,1

# Start date: 20260306
# End date: 20260402
Country,Active users
SG,114
IN,112
FR,20
SA,17
US,15
PK,14
GB,12

#  
# Start date: 20260306
# End date: 20260402
Device model,Active users
iPhone,53
iPhone 15 Pro Max,14
iPhone 13 Pro Max,10
iPhone 14 Pro Max,10
iPhone 13,9
iPhone 14 Pro,9
iPhone 15,9
SM-S938B,7
iPad,7
SM-A155F,6
SM-A165F,6
iPhone 12,6
iPhone 12 Pro Max,6
iPhone 13 Pro,6
iPhone 14,6
iPad Air (4th gen),5
SM-S921B,4
SM-S928B,4
iPhone 11,4
iPhone 15 Plus,4
iPhone 15 Pro,4
2312DRAABG,3
CPH2641,3
Redmi Note 8,3
SM-A065F,3
SM-A528B,3
SM-A556E,3
SM-S918B,3
iPhone 11 Pro,3
iPhone 11 Pro Max,3
iPhone 12 Pro,3
iPhone XR,3
22101316G,2
24094RAD4I,2
2409BRN2CA,2
ALT-NX1,2
BG6,2
CPH2239,2
CPH2521,2
CPH2613,2
KI5k,2
MTN-NX1,2
Moto G45 5G,2
Moto G96 5G,2
Pixel 10,2
Redmi Note 9 Pro,2
SM-A057F,2
SM-A075F,2
SM-A546E,2
SM-A566B,2
SM-F127G,2
SM-M146B,2
SM-M166P,2
SM-M356B,2
SM-S721B,2
SM-S911B,2
SM-S916B,2
SM-S931B,2
SM-X200,2
V2506,2
iPad Air (5th gen),2
iPhone 14 Plus,2
iPhone 8 Plus,2
iPhone XS Max,2
1920_20,1
2107113SG,1
2201116SG,1
2201117SY,1
2201117TG,1
2201117TI,1
22031116AI,1
220733SFG,1
22101320I,1
22111317PG,1
22120RN86I,1
23021RAAEG,1
23076RN4BI,1
23122PCD1I,1
2312DRA50C,1
2312DRA50I,1
24048RN6CG,1
2406ERN9CI,1
24117RN76E,1
24117RN76G,1
2412DPC0AG,1
25028PC03G,1
25028RN03A,1
A001,1
A665L,1
A671L,1
AD8,1
Aura,1
BE2029,1
BF6,1
CPH1933,1
CPH2015,1
CPH2083,1
CPH2269,1
CPH2357,1
CPH2375,1
CPH2447,1
CPH2465,1
CPH2467,1
CPH2495,1
CPH2551,1
CPH2581,1
CPH2611,1
CPH2619,1
CPH2637,1
CPH2661,1
CPH2665,1
CPH2717,1
CPH2719,1
CPH2737,1
CPH2781,1
CPH2791,1
DNY-NX9,1
DUB-LX1,1
EB2101,1
Edge 60 Stylus,1
FCP-N49,1
GM1910,1
HEY3-W00,1
I2305,1
I2409,1
INKOSI PRO,1
K15 Plus,1
KM4k,1
LE7,1
LGN-LX1,1
LGN-LX2,1
LLD-L21,1
LXX504,1
LXX508,1
M2004J19C,1
M2006C3LVG,1
M2010J19CI,1
M2012K11AG,1
M2101K7BI,1
MAR-LX1A,1
MAR-LX1M,1
Moto E13,1
Moto E14,1
Moto G06 Power,1
Moto G64 5G,1
Moto G84 5G,1
Pixel 6,1
Pixel 6a,1
RMX2001,1
RMX3381,1
RMX3461,1
RMX3636,1
RMX3690,1
RMX3741,1
RMX3830,1
RMX3867,1
RMX3870,1
S663L,1
SM S921W,1
SM-A013M,1
SM-A035F,1
SM-A047F,1
SM-A055F,1
SM-A057G,1
SM-A125F,1
SM-A135F,1
SM-A145F,1
SM-A155M,1
SM-A226B,1
SM-A236E,1
SM-A245F,1
SM-A356B,1
SM-A356E,1
SM-A366E,1
SM-A516N,1
SM-A525F,1
SM-A556B,1
SM-A725F,1
SM-A736B,1
SM-E055F,1
SM-E135F,1
SM-E146B,1
SM-F936B,1
SM-F956B,1
SM-F966B,1
SM-G770F,1
SM-G781B,1
SM-G990E,1
SM-G996B,1
SM-J260F,1
SM-J810G,1
SM-M066B,1
SM-M145F,1
SM-M307F,1
SM-M325F,1
SM-M325FV,1
SM-M515F,1
SM-N960F,1
SM-S711B,1
SM-S901B,1
SM-S908E,1
SM-S926B,1
SM-S936B,1
SM-T395,1
SM-T575,1
SM-T830,1
SM-W2022,1
SM-X115,1
SM-X210,1
SM-X216B,1
SM-X510,1
T1001,1
TB331FC,1
V2037,1
V2043_21,1
V2141,1
V2153,1
V2204,1
V2237,1
V2238,1
V2247,1
V2250,1
V2310,1
V2332,1
V2333,1
V2338,1
V2346,1
V2352,1
V2417,1
V2420,1
V2431,1
V2434,1
V2514,1
X6525D,1
X6532C,1
X665E,1
X6711,1
X6731,1
X6870,1
X6880,1
X688B,1
X689,1
XQ-ES72,1
iPad (9th gen),1
iPad Pro (11-inch) (4th generation),1
iPad Pro (12.9-inch) (3rd generation),1
iPad Pro (12.9-inch) (4th generation),1
iPad Pro 12.9 2nd gen,1
iPad mini (6th generation),1
iPhone 12 mini,1
iPhone 8,1
iPhone SE (2nd generation),1
iPhone SE (3rd generation),1
iPhone XS,1
